ancestor,descendant,depth
68dd56228d5c1dd8f9cf5c48,68dd57ad8d5c1dd8f9cf5c82,2
68dd57ad8d5c1dd8f9cf5c83,68dd57ad8d5c1dd8f9cf5c83,0
68dd57918d5c1dd8f9cf5c7f,68dd57ad8d5c1dd8f9cf5c83,1
68dd56228d5c1dd8f9cf5c48,68dd57ad8d5c1dd8f9cf5c83,2
68dd57ad8d5c1dd8f9cf5c84,68dd57ad8d5c1dd8f9cf5c84,0
68dd57918d5c1dd8f9cf5c7f,68dd57ad8d5c1dd8f9cf5c84,1
68dd56228d5c1dd8f9cf5c48,68dd57ad8d5c1dd8f9cf5c84,2
68dd57ad8d5c1dd8f9cf5c85,68dd57ad8d5c1dd8f9cf5c85,0
68dd57918d5c1dd8f9cf5c7f,68dd57ad8d5c1dd8f9cf5c85,1
68dd56228d5c1dd8f9cf5c48,68dd57ad8d5c1dd8f9cf5c85,2
68dd57ad8d5c1dd8f9cf5c86,68dd57ad8d5c1dd8f9cf5c86,0
68dd57918d5c1dd8f9cf5c7f,68dd57ad8d5c1dd8f9cf5c86,1
68dd56228d5c1dd8f9cf5c48,68dd57ad8d5c1dd8f9cf5c86,2
68dd57e58d5c1dd8f9cf5c87,68dd57e58d5c1dd8f9cf5c87,0
68dd56228d5c1dd8f9cf5c49,68dd57e58d5c1dd8f9cf5c87,1
68dd57e58d5c1dd8f9cf5c88,68dd57e58d5c1dd8f9cf5c88,0
68dd56228d5c1dd8f9cf5c49,68dd57e58d5c1dd8f9cf5c88,1
68dd57e58d5c1dd8f9cf5c89,68dd57e58d5c1dd8f9cf5c89,0
68dd56228d5c1dd8f9cf5c49,68dd57e58d5c1dd8f9cf5c89,1
68dd58098d5c1dd8f9cf5c8a,68dd58098d5c1dd8f9cf5c8a,0
68dd56228d5c1dd8f9cf5c4a,68dd58098d5c1dd8f9cf5c8a,1
68dd58098d5c1dd8f9cf5c8b,68dd58098d5c1dd8f9cf5c8b,0
68dd56228d5c1dd8f9cf5c4a,68dd58098d5c1dd8f9cf5c8b,1
68dd58098d5c1dd8f9cf5c8c,68dd58098d5c1dd8f9cf5c8c,0
68dd56228d5c1dd8f9cf5c4a,68dd58098d5c1dd8f9cf5c8c,1
68dd58098d5c1dd8f9cf5c8d,68dd58098d5c1dd8f9cf5c8d,0
68dd56228d5c1dd8f9cf5c4a,68dd58098d5c1dd8f9cf5c8d,1
68dd58098d5c1dd8f9cf5c8e,68dd58098d5c1dd8f9cf5c8e,0
68dd56228d5c1dd8f9cf5c4a,68dd58098d5c1dd8f9cf5c8e,1
68dd58098d5c1dd8f9cf5c8f,68dd58098d5c1dd8f9cf5c8f,0
68dd56228d5c1dd8f9cf5c4a,68dd58098d5c1dd8f9cf5c8f,1
68dd58098d5c1dd8f9cf5c90,68dd58098d5c1dd8f9cf5c90,0
68dd56228d5c1dd8f9cf5c4a,68dd58098d5c1dd8f9cf5c90,1
68dd585e8d5c1dd8f9cf5c91,68dd585e8d5c1dd8f9cf5c91,0
68dd56228d5c1dd8f9cf5c4b,68dd585e8d5c1dd8f9cf5c91,1
68dd585e8d5c1dd8f9cf5c92,68dd585e8d5c1dd8f9cf5c92,0
68dd56228d5c1dd8f9cf5c4b,68dd585e8d5c1dd8f9cf5c92,1
68dd585e8d5c1dd8f9cf5c93,68dd585e8d5c1dd8f9cf5c93,0
68dd56228d5c1dd8f9cf5c4b,68dd585e8d5c1dd8f9cf5c93,1
68dd585e8d5c1dd8f9cf5c94,68dd585e8d5c1dd8f9cf5c94,0
68dd56228d5c1dd8f9cf5c4b,68dd585e8d5c1dd8f9cf5c94,1
68dd585e8d5c1dd8f9cf5c95,68dd585e8d5c1dd8f9cf5c95,0
68dd56228d5c1dd8f9cf5c4b,68dd585e8d5c1dd8f9cf5c95,1
68dd587d8d5c1dd8f9cf5c96,68dd587d8d5c1dd8f9cf5c96,0
68dd585e8d5c1dd8f9cf5c93,68dd587d8d5c1dd8f9cf5c96,1
68dd56228d5c1dd8f9cf5c4b,68dd587d8d5c1dd8f9cf5c96,2
68dd587d8d5c1dd8f9cf5c97,68dd587d8d5c1dd8f9cf5c97,0
68dd585e8d5c1dd8f9cf5c93,68dd587d8d5c1dd8f9cf5c97,1
68dd56228d5c1dd8f9cf5c4b,68dd587d8d5c1dd8f9cf5c97,2
68dd588f8d5c1dd8f9cf5c98,68dd588f8d5c1dd8f9cf5c98,0
68dd587d8d5c1dd8f9cf5c96,68dd588f8d5c1dd8f9cf5c98,1
68dd585e8d5c1dd8f9cf5c93,68dd588f8d5c1dd8f9cf5c98,2
68dd56228d5c1dd8f9cf5c4b,68dd588f8d5c1dd8f9cf5c98,3
68dd588f8d5c1dd8f9cf5c99,68dd588f8d5c1dd8f9cf5c99,0
68dd587d8d5c1dd8f9cf5c96,68dd588f8d5c1dd8f9cf5c99,1
68dd585e8d5c1dd8f9cf5c93,68dd588f8d5c1dd8f9cf5c99,2
68dd56228d5c1dd8f9cf5c4b,68dd588f8d5c1dd8f9cf5c99,3
68dd58ab8d5c1dd8f9cf5c9a,68dd58ab8d5c1dd8f9cf5c9a,0
68dd585e8d5c1dd8f9cf5c92,68dd58ab8d5c1dd8f9cf5c9a,1
68dd56228d5c1dd8f9cf5c4b,68dd58ab8d5c1dd8f9cf5c9a,2
68dd58ab8d5c1dd8f9cf5c9b,68dd58ab8d5c1dd8f9cf5c9b,0
68dd585e8d5c1dd8f9cf5c92,68dd58ab8d5c1dd8f9cf5c9b,1
68dd56228d5c1dd8f9cf5c4b,68dd58ab8d5c1dd8f9cf5c9b,2
68dd58b68d5c1dd8f9cf5c9c,68dd58b68d5c1dd8f9cf5c9c,0
68dd58ab8d5c1dd8f9cf5c9b,68dd58b68d5c1dd8f9cf5c9c,1
68dd585e8d5c1dd8f9cf5c92,68dd58b68d5c1dd8f9cf5c9c,2
68dd56228d5c1dd8f9cf5c4b,68dd58b68d5c1dd8f9cf5c9c,3
68dd58b68d5c1dd8f9cf5c9d,68dd58b68d5c1dd8f9cf5c9d,0
68dd58ab8d5c1dd8f9cf5c9b,68dd58b68d5c1dd8f9cf5c9d,1
68dd585e8d5c1dd8f9cf5c92,68dd58b68d5c1dd8f9cf5c9d,2
68dd56228d5c1dd8f9cf5c4b,68dd58b68d5c1dd8f9cf5c9d,3
68dd58b68d5c1dd8f9cf5c9e,68dd58b68d5c1dd8f9cf5c9e,0
68dd58ab8d5c1dd8f9cf5c9b,68dd58b68d5c1dd8f9cf5c9e,1
68dd585e8d5c1dd8f9cf5c92,68dd58b68d5c1dd8f9cf5c9e,2
68dd56228d5c1dd8f9cf5c4b,68dd58b68d5c1dd8f9cf5c9e,3
68dd58dd8d5c1dd8f9cf5c9f,68dd58dd8d5c1dd8f9cf5c9f,0
68dd58ab8d5c1dd8f9cf5c9a,68dd58dd8d5c1dd8f9cf5c9f,1
68dd585e8d5c1dd8f9cf5c92,68dd58dd8d5c1dd8f9cf5c9f,2
68dd56228d5c1dd8f9cf5c4b,68dd58dd8d5c1dd8f9cf5c9f,3
68dd58dd8d5c1dd8f9cf5ca0,68dd58dd8d5c1dd8f9cf5ca0,0
68dd58ab8d5c1dd8f9cf5c9a,68dd58dd8d5c1dd8f9cf5ca0,1
68dd585e8d5c1dd8f9cf5c92,68dd58dd8d5c1dd8f9cf5ca0,2
68dd56228d5c1dd8f9cf5c4b,68dd58dd8d5c1dd8f9cf5ca0,3
68dd58f98d5c1dd8f9cf5ca1,68dd58f98d5c1dd8f9cf5ca1,0
68dd585e8d5c1dd8f9cf5c91,68dd58f98d5c1dd8f9cf5ca1,1
68dd56228d5c1dd8f9cf5c4b,68dd58f98d5c1dd8f9cf5ca1,2
68dd58f98d5c1dd8f9cf5ca2,68dd58f98d5c1dd8f9cf5ca2,0
68dd585e8d5c1dd8f9cf5c91,68dd58f98d5c1dd8f9cf5ca2,1
68dd56228d5c1dd8f9cf5c4b,68dd58f98d5c1dd8f9cf5ca2,2
68dd58f98d5c1dd8f9cf5ca3,68dd58f98d5c1dd8f9cf5ca3,0
68dd585e8d5c1dd8f9cf5c91,68dd58f98d5c1dd8f9cf5ca3,1
68dd56228d5c1dd8f9cf5c4b,68dd58f98d5c1dd8f9cf5ca3,2
68dd59178d5c1dd8f9cf5ca4,68dd59178d5c1dd8f9cf5ca4,0
68dd58f98d5c1dd8f9cf5ca1,68dd59178d5c1dd8f9cf5ca4,1
68dd585e8d5c1dd8f9cf5c91,68dd59178d5c1dd8f9cf5ca4,2
68dd56228d5c1dd8f9cf5c4b,68dd59178d5c1dd8f9cf5ca4,3
68dd59178d5c1dd8f9cf5ca5,68dd59178d5c1dd8f9cf5ca5,0
68dd58f98d5c1dd8f9cf5ca1,68dd59178d5c1dd8f9cf5ca5,1
68dd585e8d5c1dd8f9cf5c91,68dd59178d5c1dd8f9cf5ca5,2
68dd56228d5c1dd8f9cf5c4b,68dd59178d5c1dd8f9cf5ca5,3
68dd59458d5c1dd8f9cf5ca6,68dd59458d5c1dd8f9cf5ca6,0
68dd56228d5c1dd8f9cf5c4d,68dd59458d5c1dd8f9cf5ca6,1
68dd59458d5c1dd8f9cf5ca7,68dd59458d5c1dd8f9cf5ca7,0
68dd56228d5c1dd8f9cf5c4d,68dd59458d5c1dd8f9cf5ca7,1
68dd59578d5c1dd8f9cf5ca8,68dd59578d5c1dd8f9cf5ca8,0
68dd59458d5c1dd8f9cf5ca6,68dd59578d5c1dd8f9cf5ca8,1
68dd56228d5c1dd8f9cf5c4d,68dd59578d5c1dd8f9cf5ca8,2
68dd59578d5c1dd8f9cf5ca9,68dd59578d5c1dd8f9cf5ca9,0
68dd59458d5c1dd8f9cf5ca6,68dd59578d5c1dd8f9cf5ca9,1
68dd56228d5c1dd8f9cf5c4d,68dd59578d5c1dd8f9cf5ca9,2
68dd59578d5c1dd8f9cf5caa,68dd59578d5c1dd8f9cf5caa,0
68dd59458d5c1dd8f9cf5ca6,68dd59578d5c1dd8f9cf5caa,1
68dd56228d5c1dd8f9cf5c4d,68dd59578d5c1dd8f9cf5caa,2
68dd59578d5c1dd8f9cf5cab,68dd59578d5c1dd8f9cf5cab,0
68dd59458d5c1dd8f9cf5ca6,68dd59578d5c1dd8f9cf5cab,1
68dd56228d5c1dd8f9cf5c4d,68dd59578d5c1dd8f9cf5cab,2
68dd59578d5c1dd8f9cf5cac,68dd59578d5c1dd8f9cf5cac,0
68dd59458d5c1dd8f9cf5ca6,68dd59578d5c1dd8f9cf5cac,1
68dd56228d5c1dd8f9cf5c4d,68dd59578d5c1dd8f9cf5cac,2
68dd59608d5c1dd8f9cf5cad,68dd59608d5c1dd8f9cf5cad,0
68dd59578d5c1dd8f9cf5cac,68dd59608d5c1dd8f9cf5cad,1
68dd59458d5c1dd8f9cf5ca6,68dd59608d5c1dd8f9cf5cad,2
68dd56228d5c1dd8f9cf5c4d,68dd59608d5c1dd8f9cf5cad,3
68dd59608d5c1dd8f9cf5cae,68dd59608d5c1dd8f9cf5cae,0
68dd59578d5c1dd8f9cf5cac,68dd59608d5c1dd8f9cf5cae,1
68dd59458d5c1dd8f9cf5ca6,68dd59608d5c1dd8f9cf5cae,2
68dd56228d5c1dd8f9cf5c4d,68dd59608d5c1dd8f9cf5cae,3
68dd59608d5c1dd8f9cf5caf,68dd59608d5c1dd8f9cf5caf,0
68dd59578d5c1dd8f9cf5cac,68dd59608d5c1dd8f9cf5caf,1
68dd59458d5c1dd8f9cf5ca6,68dd59608d5c1dd8f9cf5caf,2
68dd56228d5c1dd8f9cf5c4d,68dd59608d5c1dd8f9cf5caf,3
68dd59608d5c1dd8f9cf5cb0,68dd59608d5c1dd8f9cf5cb0,0
68dd59578d5c1dd8f9cf5cac,68dd59608d5c1dd8f9cf5cb0,1
68dd59458d5c1dd8f9cf5ca6,68dd59608d5c1dd8f9cf5cb0,2
68dd56228d5c1dd8f9cf5c4d,68dd59608d5c1dd8f9cf5cb0,3
68dd599c8d5c1dd8f9cf5cb1,68dd599c8d5c1dd8f9cf5cb1,0
68dd59578d5c1dd8f9cf5cab,68dd599c8d5c1dd8f9cf5cb1,1
68dd59458d5c1dd8f9cf5ca6,68dd599c8d5c1dd8f9cf5cb1,2
68dd56228d5c1dd8f9cf5c4d,68dd599c8d5c1dd8f9cf5cb1,3
68dd599c8d5c1dd8f9cf5cb2,68dd599c8d5c1dd8f9cf5cb2,0
68dd59578d5c1dd8f9cf5cab,68dd599c8d5c1dd8f9cf5cb2,1
68dd59458d5c1dd8f9cf5ca6,68dd599c8d5c1dd8f9cf5cb2,2
68dd56228d5c1dd8f9cf5c4d,68dd599c8d5c1dd8f9cf5cb2,3
68dd599c8d5c1dd8f9cf5cb3,68dd599c8d5c1dd8f9cf5cb3,0
68dd59578d5c1dd8f9cf5cab,68dd599c8d5c1dd8f9cf5cb3,1
68dd59458d5c1dd8f9cf5ca6,68dd599c8d5c1dd8f9cf5cb3,2
68dd56228d5c1dd8f9cf5c4d,68dd599c8d5c1dd8f9cf5cb3,3
68dd599c8d5c1dd8f9cf5cb4,68dd599c8d5c1dd8f9cf5cb4,0
68dd59578d5c1dd8f9cf5cab,68dd599c8d5c1dd8f9cf5cb4,1
68dd59458d5c1dd8f9cf5ca6,68dd599c8d5c1dd8f9cf5cb4,2
68dd56228d5c1dd8f9cf5c4d,68dd599c8d5c1dd8f9cf5cb4,3
68dd59ca8d5c1dd8f9cf5cb5,68dd59ca8d5c1dd8f9cf5cb5,0
68dd59578d5c1dd8f9cf5caa,68dd59ca8d5c1dd8f9cf5cb5,1
68dd59458d5c1dd8f9cf5ca6,68dd59ca8d5c1dd8f9cf5cb5,2
68dd56228d5c1dd8f9cf5c4d,68dd59ca8d5c1dd8f9cf5cb5,3
68dd59ca8d5c1dd8f9cf5cb6,68dd59ca8d5c1dd8f9cf5cb6,0
68dd59578d5c1dd8f9cf5caa,68dd59ca8d5c1dd8f9cf5cb6,1
68dd59458d5c1dd8f9cf5ca6,68dd59ca8d5c1dd8f9cf5cb6,2
68dd56228d5c1dd8f9cf5c4d,68dd59ca8d5c1dd8f9cf5cb6,3
68dd59e58d5c1dd8f9cf5cb7,68dd59e58d5c1dd8f9cf5cb7,0
68dd59578d5c1dd8f9cf5ca9,68dd59e58d5c1dd8f9cf5cb7,1
68dd59458d5c1dd8f9cf5ca6,68dd59e58d5c1dd8f9cf5cb7,2
68dd56228d5c1dd8f9cf5c4d,68dd59e58d5c1dd8f9cf5cb7,3
68dd59e58d5c1dd8f9cf5cb8,68dd59e58d5c1dd8f9cf5cb8,0
68dd59578d5c1dd8f9cf5ca9,68dd59e58d5c1dd8f9cf5cb8,1
68dd59458d5c1dd8f9cf5ca6,68dd59e58d5c1dd8f9cf5cb8,2
68dd56228d5c1dd8f9cf5c4d,68dd59e58d5c1dd8f9cf5cb8,3
68dd5a018d5c1dd8f9cf5cb9,68dd5a018d5c1dd8f9cf5cb9,0
68dd59578d5c1dd8f9cf5ca8,68dd5a018d5c1dd8f9cf5cb9,1
68dd59458d5c1dd8f9cf5ca6,68dd5a018d5c1dd8f9cf5cb9,2
68dd56228d5c1dd8f9cf5c4d,68dd5a018d5c1dd8f9cf5cb9,3
68dd5a018d5c1dd8f9cf5cba,68dd5a018d5c1dd8f9cf5cba,0
68dd59578d5c1dd8f9cf5ca8,68dd5a018d5c1dd8f9cf5cba,1
68dd59458d5c1dd8f9cf5ca6,68dd5a018d5c1dd8f9cf5cba,2
68dd56228d5c1dd8f9cf5c4d,68dd5a018d5c1dd8f9cf5cba,3
68dd5a1c8d5c1dd8f9cf5cbb,68dd5a1c8d5c1dd8f9cf5cbb,0
68dd56228d5c1dd8f9cf5c4e,68dd5a1c8d5c1dd8f9cf5cbb,1
68dd5a1c8d5c1dd8f9cf5cbc,68dd5a1c8d5c1dd8f9cf5cbc,0
68dd56228d5c1dd8f9cf5c4e,68dd5a1c8d5c1dd8f9cf5cbc,1
68dd5a1c8d5c1dd8f9cf5cbd,68dd5a1c8d5c1dd8f9cf5cbd,0
68dd56228d5c1dd8f9cf5c4e,68dd5a1c8d5c1dd8f9cf5cbd,1
68dd5a1c8d5c1dd8f9cf5cbe,68dd5a1c8d5c1dd8f9cf5cbe,0
68dd56228d5c1dd8f9cf5c4e,68dd5a1c8d5c1dd8f9cf5cbe,1
68dd5a2b8d5c1dd8f9cf5cbf,68dd5a2b8d5c1dd8f9cf5cbf,0
68dd5a1c8d5c1dd8f9cf5cbe,68dd5a2b8d5c1dd8f9cf5cbf,1
68dd56228d5c1dd8f9cf5c4e,68dd5a2b8d5c1dd8f9cf5cbf,2
68dd5a2b8d5c1dd8f9cf5cc0,68dd5a2b8d5c1dd8f9cf5cc0,0
68dd5a1c8d5c1dd8f9cf5cbe,68dd5a2b8d5c1dd8f9cf5cc0,1
68dd56228d5c1dd8f9cf5c4e,68dd5a2b8d5c1dd8f9cf5cc0,2
68dd5a4a8d5c1dd8f9cf5cc1,68dd5a4a8d5c1dd8f9cf5cc1,0
68dd5a1c8d5c1dd8f9cf5cbd,68dd5a4a8d5c1dd8f9cf5cc1,1
68dd56228d5c1dd8f9cf5c4e,68dd5a4a8d5c1dd8f9cf5cc1,2
68dd5a4a8d5c1dd8f9cf5cc2,68dd5a4a8d5c1dd8f9cf5cc2,0
68dd5a1c8d5c1dd8f9cf5cbd,68dd5a4a8d5c1dd8f9cf5cc2,1
68dd56228d5c1dd8f9cf5c4e,68dd5a4a8d5c1dd8f9cf5cc2,2
68dd5a4a8d5c1dd8f9cf5cc3,68dd5a4a8d5c1dd8f9cf5cc3,0
